,status_group
26223,functional
29076,non functional
53425,non functional
22433,functional
19264,non functional
20436,non functional
18344,functional
23066,non functional
58561,functional
14024,non functional
51086,functional
16294,functional
41765,functional
56218,non functional
50078,non functional
8228,non functional
55823,non functional
16117,functional
29975,functional
47423,functional
23632,non functional
45574,functional
22198,non functional
27667,functional
11492,functional
57231,functional
10115,non functional
9810,functional
40004,functional
9808,non functional
46964,non functional
26685,non functional
23388,non functional
57220,non functional
7546,functional
58641,functional
45199,functional
41126,functional
26546,functional
45403,non functional
44532,functional
42706,non functional
49404,functional
20833,functional
3522,functional
55948,functional needs repair
57047,functional needs repair
32105,non functional
8830,functional
18923,non functional
39640,functional needs repair
50533,non functional
50106,non functional
49822,non functional
48689,non functional
17405,non functional
32450,functional
23669,functional needs repair
21301,non functional
4270,functional
19218,functional needs repair
36935,non functional
51863,functional
2437,functional
38315,non functional
55301,non functional
57757,functional
23345,functional
20149,non functional
36554,non functional
19714,functional
26962,non functional
5112,non functional
12935,non functional
5625,non functional
50648,functional
17000,functional
41700,non functional
49998,functional needs repair
20147,functional
39242,non functional
23351,functional
24153,functional
34884,functional
7133,functional
40068,non functional
1580,functional
58074,non functional
16317,functional
41310,functional
37969,functional
48276,non functional
25071,non functional
37108,functional
2110,non functional
28474,non functional
26609,functional
19999,functional
44412,non functional
4573,non functional
3131,non functional
51997,non functional
55998,non functional
54637,non functional
54219,functional
44283,non functional
20214,non functional
53105,non functional
9844,functional
57157,non functional
17866,functional
15981,non functional
44796,non functional
43073,functional
24170,non functional
39084,functional
10881,functional
45541,non functional
23735,non functional
37184,non functional
23431,functional needs repair
52690,functional
42769,functional
45593,non functional
35602,functional
30964,functional
53516,functional
57003,non functional
31844,functional
50224,non functional
1339,non functional
40795,non functional
49667,non functional
10344,functional
54429,functional
22979,functional
722,non functional
49579,non functional
26733,functional
33838,functional
50393,functional
23058,functional
37076,functional
34305,functional
21895,functional
54825,functional
27760,functional needs repair
1560,non functional
54322,functional
13175,functional
33349,functional
27446,non functional
44695,functional
52308,non functional
52951,functional
52222,functional
46419,functional
24767,non functional
42560,functional
4503,non functional
4286,non functional
2424,functional needs repair
31160,non functional
26058,functional
17781,non functional
42949,non functional
5027,functional
40623,non functional
1495,non functional
19259,non functional
30156,non functional
22078,functional
39029,functional
15729,functional
42203,functional needs repair
56823,non functional
27329,functional
13260,non functional
33851,non functional
49552,non functional
48274,functional
16412,functional
18618,functional
33507,functional
39010,non functional
31818,functional
41472,non functional
18629,functional needs repair
52780,non functional
50529,functional
48029,functional
34863,functional
22326,functional
9184,functional
13558,non functional
26678,non functional
25457,functional
55018,functional
18943,non functional
58698,functional
35965,non functional
43205,functional
8777,functional
18016,non functional
20527,functional
20730,functional
24085,non functional
44436,functional
13458,functional
7300,non functional
57464,functional needs repair
40713,non functional
24416,functional
16038,functional
4932,functional
3815,functional
3010,functional
35152,functional
43708,functional
57203,non functional
30227,functional
2480,non functional
34976,functional
26494,non functional
19078,functional
44294,non functional
21527,functional needs repair
58484,non functional
983,non functional
15298,functional
8542,non functional
